,Country code,Year,Financing scheme,Function,Provider,Share of current expenditure on health (in %),Share of gross domestic product (in %)
6622,SVN,2020,Household out-of-pocket payments,Medical goods (non-specified by function),All providers,6.531,0.622
6623,SVN,2020,Household out-of-pocket payments,Outpatient curative and rehabilitative care,All providers,4.995,0.475
6624,AUT,2010,All financing schemes,Current expenditure on health (all functions),Residential long-term care facilities,8.169,0.835
6625,AUT,2010,All financing schemes,Current expenditure on health (all functions),Providers of ambulatory health care,22.524,2.302
6626,AUT,2010,All financing schemes,Current expenditure on health (all functions),Providers of preventive care,0.877,0.09
6627,AUT,2010,All financing schemes,Current expenditure on health (all functions),Hospitals,38.789,3.965
6628,AUT,2010,All financing schemes,Current expenditure on health (all functions),Providers of health care system administration and financing,3.854,0.394
6629,AUT,2010,All financing schemes,Current expenditure on health (all functions),Rest of the world,0.747,0.076
6630,AUT,2010,All financing schemes,Current expenditure on health (all functions),Retailers and other providers of medical goods,15.378,1.572
6631,AUT,2010,All financing schemes,Current expenditure on health (all functions),Providers of ancillary services,3.186,0.326
6632,AUT,2010,All financing schemes,Current expenditure on health (all functions),All providers,100.0,10.221
6633,AUT,2010,All financing schemes,Current expenditure on health (all functions),Rest of the economy,6.476,0.662
6634,AUT,2010,All financing schemes,Outpatient curative and rehabilitative care,Providers of ambulatory health care,18.854,1.927
6635,AUT,2010,All financing schemes,Outpatient curative and rehabilitative care,Hospitals,5.027,0.514
6636,AUT,2010,All financing schemes,Outpatient curative and rehabilitative care,Rest of the world,0.588,0.06
6637,AUT,2010,All financing schemes,Outpatient curative and rehabilitative care,Rest of the economy,0.217,0.022
6638,AUT,2010,All financing schemes,Outpatient curative and rehabilitative care,All providers,24.687,2.523
6639,AUT,2010,All financing schemes,Long-term care (health),Residential long-term care facilities,7.452,0.762
6640,AUT,2010,All financing schemes,Long-term care (health),Providers of ambulatory health care,1.161,0.119
6641,AUT,2010,All financing schemes,Long-term care (health),All providers,14.633,1.496
6642,AUT,2010,All financing schemes,Long-term care (health),Rest of the economy,6.021,0.615
6643,AUT,2010,All financing schemes,Medical goods (non-specified by function),Providers of ambulatory health care,1.481,0.151
6644,AUT,2010,All financing schemes,Medical goods (non-specified by function),Rest of the world,0.023,0.002
6645,AUT,2010,All financing schemes,Medical goods (non-specified by function),Retailers and other providers of medical goods,15.378,1.572
6646,AUT,2010,All financing schemes,Medical goods (non-specified by function),All providers,16.883,1.726
6647,AUT,2010,All financing schemes,Preventive care,Providers of ambulatory health care,0.968,0.099
6648,AUT,2010,All financing schemes,Preventive care,Providers of preventive care,0.877,0.09
6649,AUT,2010,All financing schemes,Preventive care,All providers,2.056,0.21
6650,AUT,2010,All financing schemes,Preventive care,Rest of the economy,0.211,0.022
6651,AUT,2010,All financing schemes,Inpatient curative and rehabilitative care,Residential long-term care facilities,0.717,0.073
6652,AUT,2010,All financing schemes,Inpatient curative and rehabilitative care,Hospitals,33.272,3.401
6653,AUT,2010,All financing schemes,Inpatient curative and rehabilitative care,Rest of the world,0.125,0.013
6654,AUT,2010,All financing schemes,Inpatient curative and rehabilitative care,All providers,34.114,3.487
6655,AUT,2010,All financing schemes,Ancillary services (non-specified by function),Rest of the world,0.01,0.001
6656,AUT,2010,All financing schemes,Ancillary services (non-specified by function),All providers,3.223,0.329
6657,AUT,2010,All financing schemes,Ancillary services (non-specified by function),Providers of ancillary services,3.186,0.326
6658,AUT,2010,All financing schemes,Ancillary services (non-specified by function),Rest of the economy,0.027,0.003
6659,AUT,2010,All financing schemes,Governance and health system and financing administration,Providers of health care system administration and financing,3.854,0.394
6660,AUT,2010,All financing schemes,Governance and health system and financing administration,All providers,3.854,0.394
6661,AUT,2010,Government/compulsory schemes,Current expenditure on health (all functions),Residential long-term care facilities,4.873,0.498
6662,AUT,2010,Government/compulsory schemes,Current expenditure on health (all functions),Providers of ambulatory health care,14.502,1.482
6663,AUT,2010,Government/compulsory schemes,Current expenditure on health (all functions),Providers of preventive care,0.839,0.086
6664,AUT,2010,Government/compulsory schemes,Current expenditure on health (all functions),Hospitals,34.862,3.563
6665,AUT,2010,Government/compulsory schemes,Current expenditure on health (all functions),Rest of the world,0.277,0.028
6666,AUT,2010,Government/compulsory schemes,Current expenditure on health (all functions),Providers of health care system administration and financing,2.188,0.224
6667,AUT,2010,Government/compulsory schemes,Current expenditure on health (all functions),Retailers and other providers of medical goods,8.77,0.896
6668,AUT,2010,Government/compulsory schemes,Current expenditure on health (all functions),Providers of ancillary services,2.021,0.207
6669,AUT,2010,Government/compulsory schemes,Current expenditure on health (all functions),All providers,74.647,7.63
6670,AUT,2010,Government/compulsory schemes,Current expenditure on health (all functions),Rest of the economy,6.315,0.645
6671,AUT,2010,Government/compulsory schemes,Ancillary services (non-specified by function),All providers,2.058,0.21
6672,AUT,2010,Government/compulsory schemes,Preventive care,All providers,1.489,0.152
6673,AUT,2010,Government/compulsory schemes,Long-term care (health),All providers,11.439,1.169
6674,AUT,2010,Government/compulsory schemes,Inpatient curative and rehabilitative care,All providers,29.629,3.028
6675,AUT,2010,Government/compulsory schemes,Medical goods (non-specified by function),All providers,10.107,1.033
6676,AUT,2010,Government/compulsory schemes,Outpatient curative and rehabilitative care,All providers,17.19,1.757
6677,AUT,2010,Government/compulsory schemes,Governance and health system and financing administration,All providers,2.188,0.224
6678,AUT,2010,Voluntary schemes/household out-of-pocket payments,Current expenditure on health (all functions),Residential long-term care facilities,3.297,0.337
6679,AUT,2010,Voluntary schemes/household out-of-pocket payments,Current expenditure on health (all functions),Providers of ambulatory health care,8.023,0.82
6680,AUT,2010,Voluntary schemes/household out-of-pocket payments,Current expenditure on health (all functions),Providers of preventive care,0.038,0.004
6681,AUT,2010,Voluntary schemes/household out-of-pocket payments,Current expenditure on health (all functions),Hospitals,3.927,0.401
6682,AUT,2010,Voluntary schemes/household out-of-pocket payments,Current expenditure on health (all functions),Rest of the world,0.469,0.048
6683,AUT,2010,Voluntary schemes/household out-of-pocket payments,Current expenditure on health (all functions),Providers of health care system administration and financing,1.665,0.17
6684,AUT,2010,Voluntary schemes/household out-of-pocket payments,Current expenditure on health (all functions),Retailers and other providers of medical goods,6.608,0.675
6685,AUT,2010,Voluntary schemes/household out-of-pocket payments,Current expenditure on health (all functions),Providers of ancillary services,1.165,0.119
6686,AUT,2010,Voluntary schemes/household out-of-pocket payments,Current expenditure on health (all functions),All providers,25.353,2.591
6687,AUT,2010,Voluntary schemes/household out-of-pocket payments,Current expenditure on health (all functions),Rest of the economy,0.161,0.016
6688,AUT,2010,Voluntary schemes/household out-of-pocket payments,Ancillary services (non-specified by function),All providers,1.165,0.119
6689,AUT,2010,Voluntary schemes/household out-of-pocket payments,Preventive care,All providers,0.566,0.058
6690,AUT,2010,Voluntary schemes/household out-of-pocket payments,Long-term care (health),All providers,3.195,0.327
6691,AUT,2010,Voluntary schemes/household out-of-pocket payments,Inpatient curative and rehabilitative care,All providers,4.486,0.458
6692,AUT,2010,Voluntary schemes/household out-of-pocket payments,Medical goods (non-specified by function),All providers,6.776,0.693
6693,AUT,2010,Voluntary schemes/household out-of-pocket payments,Outpatient curative and rehabilitative care,All providers,7.497,0.766
6694,AUT,2010,Voluntary schemes/household out-of-pocket payments,Governance and health system and financing administration,All providers,1.665,0.17
6695,AUT,2010,Voluntary health care payment schemes,Current expenditure on health (all functions),Residential long-term care facilities,0.54,0.055
6696,AUT,2010,Voluntary health care payment schemes,Current expenditure on health (all functions),Providers of ambulatory health care,0.677,0.069
6697,AUT,2010,Voluntary health care payment schemes,Current expenditure on health (all functions),Providers of preventive care,0.038,0.004
6698,AUT,2010,Voluntary health care payment schemes,Current expenditure on health (all functions),Hospitals,2.63,0.269
6699,AUT,2010,Voluntary health care payment schemes,Current expenditure on health (all functions),Rest of the world,0.014,0.001
6700,AUT,2010,Voluntary health care payment schemes,Current expenditure on health (all functions),Providers of health care system administration and financing,1.665,0.17
6701,AUT,2010,Voluntary health care payment schemes,Current expenditure on health (all functions),Retailers and other providers of medical goods,0.259,0.027
6702,AUT,2010,Voluntary health care payment schemes,Current expenditure on health (all functions),Providers of ancillary services,0.766,0.078
6703,AUT,2010,Voluntary health care payment schemes,Current expenditure on health (all functions),Rest of the economy,0.161,0.016
6704,AUT,2010,Voluntary health care payment schemes,Current expenditure on health (all functions),All providers,6.751,0.69
6705,AUT,2010,Voluntary health care payment schemes,Ancillary services (non-specified by function),All providers,0.766,0.078
6706,AUT,2010,Voluntary health care payment schemes,Preventive care,All providers,0.199,0.02
6707,AUT,2010,Voluntary health care payment schemes,Inpatient curative and rehabilitative care,All providers,3.17,0.324
6708,AUT,2010,Voluntary health care payment schemes,Long-term care (health),All providers,0.227,0.023
6709,AUT,2010,Voluntary health care payment schemes,Medical goods (non-specified by function),All providers,0.259,0.027
6710,AUT,2010,Voluntary health care payment schemes,Outpatient curative and rehabilitative care,All providers,0.464,0.047
6711,AUT,2010,Voluntary health care payment schemes,Governance and health system and financing administration,All providers,1.665,0.17
6712,AUT,2010,Household out-of-pocket payments,Current expenditure on health (all functions),Residential long-term care facilities,2.757,0.282
6713,AUT,2010,Household out-of-pocket payments,Current expenditure on health (all functions),Providers of ambulatory health care,7.346,0.751
6714,AUT,2010,Household out-of-pocket payments,Current expenditure on health (all functions),Hospitals,1.297,0.133
6715,AUT,2010,Household out-of-pocket payments,Current expenditure on health (all functions),Rest of the world,0.455,0.047
6716,AUT,2010,Household out-of-pocket payments,Current expenditure on health (all functions),Retailers and other providers of medical goods,6.348,0.649
6717,AUT,2010,Household out-of-pocket payments,Current expenditure on health (all functions),Providers of ancillary services,0.399,0.041
6718,AUT,2010,Household out-of-pocket payments,Current expenditure on health (all functions),All providers,18.602,1.901
6719,AUT,2010,Household out-of-pocket payments,Preventive care,All providers,0.367,0.038
6720,AUT,2010,Household out-of-pocket payments,Ancillary services (non-specified by function),All providers,0.399,0.041
6721,AUT,2010,Household out-of-pocket payments,Long-term care (health),All providers,2.968,0.303
6722,AUT,2010,Household out-of-pocket payments,Inpatient curative and rehabilitative care,All providers,1.316,0.135
6723,AUT,2010,Household out-of-pocket payments,Outpatient curative and rehabilitative care,All providers,7.032,0.719
6724,AUT,2010,Household out-of-pocket payments,Medical goods (non-specified by function),All providers,6.516,0.666
6725,AUT,2015,All financing schemes,Current expenditure on health (all functions),Residential long-term care facilities,8.692,0.901
6726,AUT,2015,All financing schemes,Current expenditure on health (all functions),Providers of ambulatory health care,22.673,2.351
6727,AUT,2015,All financing schemes,Current expenditure on health (all functions),Providers of preventive care,0.835,0.087
6728,AUT,2015,All financing schemes,Current expenditure on health (all functions),Hospitals,38.026,3.942
6729,AUT,2015,All financing schemes,Current expenditure on health (all functions),Providers of health care system administration and financing,4.062,0.421
6730,AUT,2015,All financing schemes,Current expenditure on health (all functions),Rest of the world,0.785,0.081
6731,AUT,2015,All financing schemes,Current expenditure on health (all functions),Retailers and other providers of medical goods,15.843,1.642
6732,AUT,2015,All financing schemes,Current expenditure on health (all functions),Providers of ancillary services,2.998,0.311
6733,AUT,2015,All financing schemes,Current expenditure on health (all functions),All providers,100.0,10.368
6734,AUT,2015,All financing schemes,Current expenditure on health (all functions),Rest of the economy,6.086,0.631
6735,AUT,2015,All financing schemes,Outpatient curative and rehabilitative care,Providers of ambulatory health care,18.76,1.945
6736,AUT,2015,All financing schemes,Outpatient curative and rehabilitative care,Hospitals,5.385,0.558
6737,AUT,2015,All financing schemes,Outpatient curative and rehabilitative care,Rest of the world,0.589,0.061
6738,AUT,2015,All financing schemes,Outpatient curative and rehabilitative care,Rest of the economy,0.258,0.027
6739,AUT,2015,All financing schemes,Outpatient curative and rehabilitative care,All providers,24.992,2.591
6740,AUT,2015,All financing schemes,Long-term care (health),Residential long-term care facilities,7.876,0.817
6741,AUT,2015,All financing schemes,Long-term care (health),Providers of ambulatory health care,1.418,0.147
6742,AUT,2015,All financing schemes,Long-term care (health),All providers,14.855,1.54
6743,AUT,2015,All financing schemes,Long-term care (health),Rest of the economy,5.56,0.576
6744,AUT,2015,All financing schemes,Medical goods (non-specified by function),Providers of ambulatory health care,1.326,0.137
6745,AUT,2015,All financing schemes,Medical goods (non-specified by function),Rest of the world,0.032,0.003
6746,AUT,2015,All financing schemes,Medical goods (non-specified by function),Retailers and other providers of medical goods,15.843,1.642
6747,AUT,2015,All financing schemes,Medical goods (non-specified by function),All providers,17.2,1.783
6748,AUT,2015,All financing schemes,Preventive care,Providers of ambulatory health care,1.105,0.115
6749,AUT,2015,All financing schemes,Preventive care,Providers of preventive care,0.835,0.087
6750,AUT,2015,All financing schemes,Preventive care,All providers,2.188,0.227
6751,AUT,2015,All financing schemes,Preventive care,Rest of the economy,0.247,0.026
6752,AUT,2015,All financing schemes,Inpatient curative and rehabilitative care,Residential long-term care facilities,0.816,0.085
6753,AUT,2015,All financing schemes,Inpatient curative and rehabilitative care,Hospitals,31.792,3.296
6754,AUT,2015,All financing schemes,Inpatient curative and rehabilitative care,Rest of the world,0.151,0.016
6755,AUT,2015,All financing schemes,Inpatient curative and rehabilitative care,All providers,32.759,3.396
6756,AUT,2015,All financing schemes,Ancillary services (non-specified by function),Rest of the world,0.014,0.001
6757,AUT,2015,All financing schemes,Ancillary services (non-specified by function),All providers,3.031,0.314
6758,AUT,2015,All financing schemes,Ancillary services (non-specified by function),Providers of ancillary services,2.998,0.311
6759,AUT,2015,All financing schemes,Ancillary services (non-specified by function),Rest of the economy,0.02,0.002
6760,AUT,2015,All financing schemes,Governance and health system and financing administration,Providers of health care system administration and financing,4.062,0.421
6761,AUT,2015,All financing schemes,Governance and health system and financing administration,All providers,4.062,0.421
6762,AUT,2015,Government/compulsory schemes,Current expenditure on health (all functions),Residential long-term care facilities,4.863,0.504
6763,AUT,2015,Government/compulsory schemes,Current expenditure on health (all functions),Providers of ambulatory health care,14.512,1.505
6764,AUT,2015,Government/compulsory schemes,Current expenditure on health (all functions),Providers of preventive care,0.789,0.082
6765,AUT,2015,Government/compulsory schemes,Current expenditure on health (all functions),Hospitals,34.413,3.568
6766,AUT,2015,Government/compulsory schemes,Current expenditure on health (all functions),Rest of the world,0.377,0.039
6767,AUT,2015,Government/compulsory schemes,Current expenditure on health (all functions),Providers of health care system administration and financing,2.245,0.233
6768,AUT,2015,Government/compulsory schemes,Current expenditure on health (all functions),Retailers and other providers of medical goods,8.982,0.931
6769,AUT,2015,Government/compulsory schemes,Current expenditure on health (all functions),Providers of ancillary services,1.996,0.207
6770,AUT,2015,Government/compulsory schemes,Current expenditure on health (all functions),All providers,74.058,7.678
6771,AUT,2015,Government/compulsory schemes,Current expenditure on health (all functions),Rest of the economy,5.881,0.61
6772,AUT,2015,Government/compulsory schemes,Ancillary services (non-specified by function),All providers,2.03,0.21
6773,AUT,2015,Government/compulsory schemes,Preventive care,All providers,1.565,0.162
6774,AUT,2015,Government/compulsory schemes,Long-term care (health),All providers,11.112,1.152
6775,AUT,2015,Government/compulsory schemes,Inpatient curative and rehabilitative care,All providers,28.478,2.952
6776,AUT,2015,Government/compulsory schemes,Medical goods (non-specified by function),All providers,10.199,1.057
6777,AUT,2015,Government/compulsory schemes,Outpatient curative and rehabilitative care,All providers,17.52,1.816
6778,AUT,2015,Government/compulsory schemes,Governance and health system and financing administration,All providers,2.245,0.233
6779,AUT,2015,Voluntary schemes/household out-of-pocket payments,Current expenditure on health (all functions),Residential long-term care facilities,3.829,0.397
6780,AUT,2015,Voluntary schemes/household out-of-pocket payments,Current expenditure on health (all functions),Providers of ambulatory health care,8.161,0.846
6781,AUT,2015,Voluntary schemes/household out-of-pocket payments,Current expenditure on health (all functions),Providers of preventive care,0.047,0.005
6782,AUT,2015,Voluntary schemes/household out-of-pocket payments,Current expenditure on health (all functions),Hospitals,3.613,0.375
6783,AUT,2015,Voluntary schemes/household out-of-pocket payments,Current expenditure on health (all functions),Rest of the world,0.409,0.042
6784,AUT,2015,Voluntary schemes/household out-of-pocket payments,Current expenditure on health (all functions),Providers of health care system administration and financing,1.817,0.188
6785,AUT,2015,Voluntary schemes/household out-of-pocket payments,Current expenditure on health (all functions),Retailers and other providers of medical goods,6.861,0.711
6786,AUT,2015,Voluntary schemes/household out-of-pocket payments,Current expenditure on health (all functions),Providers of ancillary services,1.002,0.104
6787,AUT,2015,Voluntary schemes/household out-of-pocket payments,Current expenditure on health (all functions),All providers,25.942,2.69
6788,AUT,2015,Voluntary schemes/household out-of-pocket payments,Current expenditure on health (all functions),Rest of the economy,0.205,0.021
6789,AUT,2015,Voluntary schemes/household out-of-pocket payments,Ancillary services (non-specified by function),All providers,1.002,0.104
6790,AUT,2015,Voluntary schemes/household out-of-pocket payments,Preventive care,All providers,0.623,0.065
6791,AUT,2015,Voluntary schemes/household out-of-pocket payments,Long-term care (health),All providers,3.743,0.388
6792,AUT,2015,Voluntary schemes/household out-of-pocket payments,Inpatient curative and rehabilitative care,All providers,4.281,0.444
6793,AUT,2015,Voluntary schemes/household out-of-pocket payments,Medical goods (non-specified by function),All providers,7.002,0.726
6794,AUT,2015,Voluntary schemes/household out-of-pocket payments,Outpatient curative and rehabilitative care,All providers,7.472,0.775
6795,AUT,2015,Voluntary schemes/household out-of-pocket payments,Governance and health system and financing administration,All providers,1.817,0.188
6796,AUT,2015,Voluntary health care payment schemes,Current expenditure on health (all functions),Residential long-term care facilities,0.56,0.058
6797,AUT,2015,Voluntary health care payment schemes,Current expenditure on health (all functions),Providers of ambulatory health care,0.679,0.07
6798,AUT,2015,Voluntary health care payment schemes,Current expenditure on health (all functions),Providers of preventive care,0.047,0.005
6799,AUT,2015,Voluntary health care payment schemes,Current expenditure on health (all functions),Hospitals,2.461,0.255
6800,AUT,2015,Voluntary health care payment schemes,Current expenditure on health (all functions),Rest of the world,0.02,0.002
6801,AUT,2015,Voluntary health care payment schemes,Current expenditure on health (all functions),Providers of health care system administration and financing,1.817,0.188
6802,AUT,2015,Voluntary health care payment schemes,Current expenditure on health (all functions),Retailers and other providers of medical goods,0.397,0.041
6803,AUT,2015,Voluntary health care payment schemes,Current expenditure on health (all functions),Providers of ancillary services,0.667,0.069
6804,AUT,2015,Voluntary health care payment schemes,Current expenditure on health (all functions),Rest of the economy,0.205,0.021
6805,AUT,2015,Voluntary health care payment schemes,Current expenditure on health (all functions),All providers,6.851,0.71
6806,AUT,2015,Voluntary health care payment schemes,Ancillary services (non-specified by function),All providers,0.667,0.069
6807,AUT,2015,Voluntary health care payment schemes,Preventive care,All providers,0.258,0.027
6808,AUT,2015,Voluntary health care payment schemes,Inpatient curative and rehabilitative care,All providers,3.021,0.313
6809,AUT,2015,Voluntary health care payment schemes,Long-term care (health),All providers,0.205,0.021
6810,AUT,2015,Voluntary health care payment schemes,Medical goods (non-specified by function),All providers,0.397,0.041
6811,AUT,2015,Voluntary health care payment schemes,Outpatient curative and rehabilitative care,All providers,0.486,0.05
6812,AUT,2015,Voluntary health care payment schemes,Governance and health system and financing administration,All providers,1.817,0.188
6813,AUT,2015,Household out-of-pocket payments,Current expenditure on health (all functions),Residential long-term care facilities,3.269,0.339
6814,AUT,2015,Household out-of-pocket payments,Current expenditure on health (all functions),Providers of ambulatory health care,7.482,0.776
6815,AUT,2015,Household out-of-pocket payments,Current expenditure on health (all functions),Hospitals,1.152,0.119
6816,AUT,2015,Household out-of-pocket payments,Current expenditure on health (all functions),Rest of the world,0.389,0.04
6817,AUT,2015,Household out-of-pocket payments,Current expenditure on health (all functions),Retailers and other providers of medical goods,6.464,0.67
6818,AUT,2015,Household out-of-pocket payments,Current expenditure on health (all functions),Providers of ancillary services,0.335,0.035
6819,AUT,2015,Household out-of-pocket payments,Current expenditure on health (all functions),All providers,19.091,1.979
6820,AUT,2015,Household out-of-pocket payments,Preventive care,All providers,0.365,0.038
6821,AUT,2015,Household out-of-pocket payments,Ancillary services (non-specified by function),All providers,0.335,0.035
6822,AUT,2015,Household out-of-pocket payments,Long-term care (health),All providers,3.538,0.367
6823,AUT,2015,Household out-of-pocket payments,Inpatient curative and rehabilitative care,All providers,1.26,0.131
6824,AUT,2015,Household out-of-pocket payments,Outpatient curative and rehabilitative care,All providers,6.986,0.724
6825,AUT,2015,Household out-of-pocket payments,Medical goods (non-specified by function),All providers,6.605,0.685
6826,AUT,2019,All financing schemes,Current expenditure on health (all functions),Residential long-term care facilities,8.638,0.905
6827,AUT,2019,All financing schemes,Current expenditure on health (all functions),Providers of ambulatory health care,23.065,2.416
6828,AUT,2019,All financing schemes,Current expenditure on health (all functions),Providers of preventive care,0.78,0.082
6829,AUT,2019,All financing schemes,Current expenditure on health (all functions),Hospitals,38.658,4.049
6830,AUT,2019,All financing schemes,Current expenditure on health (all functions),Providers of health care system administration and financing,4.044,0.424
6831,AUT,2019,All financing schemes,Current expenditure on health (all functions),Rest of the world,0.92,0.096
6832,AUT,2019,All financing schemes,Current expenditure on health (all functions),Retailers and other providers of medical goods,15.428,1.616
6833,AUT,2019,All financing schemes,Current expenditure on health (all functions),Providers of ancillary services,2.984,0.313
6834,AUT,2019,All financing schemes,Current expenditure on health (all functions),All providers,100.0,10.475
6835,AUT,2019,All financing schemes,Current expenditure on health (all functions),Rest of the economy,5.484,0.574
6836,AUT,2019,All financing schemes,Outpatient curative and rehabilitative care,Providers of ambulatory health care,19.121,2.003
6837,AUT,2019,All financing schemes,Outpatient curative and rehabilitative care,Hospitals,6.867,0.719
6838,AUT,2019,All financing schemes,Outpatient curative and rehabilitative care,Rest of the world,0.671,0.07
6839,AUT,2019,All financing schemes,Outpatient curative and rehabilitative care,Rest of the economy,0.257,0.027
6840,AUT,2019,All financing schemes,Outpatient curative and rehabilitative care,All providers,26.915,2.819
6841,AUT,2019,All financing schemes,Long-term care (health),Residential long-term care facilities,7.97,0.835
6842,AUT,2019,All financing schemes,Long-term care (health),Providers of ambulatory health care,1.608,0.168
6843,AUT,2019,All financing schemes,Long-term care (health),All providers,14.53,1.522
6844,AUT,2019,All financing schemes,Long-term care (health),Rest of the economy,4.952,0.519
6845,AUT,2019,All financing schemes,Medical goods (non-specified by function),Providers of ambulatory health care,1.201,0.126
6846,AUT,2019,All financing schemes,Medical goods (non-specified by function),Rest of the world,0.043,0.004
6847,AUT,2019,All financing schemes,Medical goods (non-specified by function),Retailers and other providers of medical goods,15.428,1.616
6848,AUT,2019,All financing schemes,Medical goods (non-specified by function),All providers,16.672,1.746
6849,AUT,2019,All financing schemes,Preventive care,Providers of ambulatory health care,1.071,0.112
6850,AUT,2019,All financing schemes,Preventive care,Providers of preventive care,0.78,0.082
6851,AUT,2019,All financing schemes,Preventive care,All providers,2.108,0.221
6852,AUT,2019,All financing schemes,Preventive care,Rest of the economy,0.258,0.027
6853,AUT,2019,All financing schemes,Inpatient curative and rehabilitative care,Residential long-term care facilities,0.668,0.07
6854,AUT,2019,All financing schemes,Inpatient curative and rehabilitative care,Hospitals,31.293,3.278
6855,AUT,2019,All financing schemes,Inpatient curative and rehabilitative care,Rest of the world,0.188,0.02
6856,AUT,2019,All financing schemes,Inpatient curative and rehabilitative care,All providers,32.15,3.368
6857,AUT,2019,All financing schemes,Ancillary services (non-specified by function),Rest of the world,0.018,0.002
6858,AUT,2019,All financing schemes,Ancillary services (non-specified by function),All providers,3.018,0.316
6859,AUT,2019,All financing schemes,Ancillary services (non-specified by function),Providers of ancillary services,2.984,0.313
6860,AUT,2019,All financing schemes,Ancillary services (non-specified by function),Rest of the economy,0.016,0.002
6861,AUT,2019,All financing schemes,Governance and health system and financing administration,Providers of health care system administration and financing,4.044,0.424
6862,AUT,2019,All financing schemes,Governance and health system and financing administration,All providers,4.044,0.424
6863,AUT,2019,Government/compulsory schemes,Current expenditure on health (all functions),Residential long-term care facilities,5.223,0.547
6864,AUT,2019,Government/compulsory schemes,Current expenditure on health (all functions),Providers of ambulatory health care,15.197,1.592
6865,AUT,2019,Government/compulsory schemes,Current expenditure on health (all functions),Providers of preventive care,0.73,0.076
6866,AUT,2019,Government/compulsory schemes,Current expenditure on health (all functions),Hospitals,35.268,3.694
6867,AUT,2019,Government/compulsory schemes,Current expenditure on health (all functions),Rest of the world,0.448,0.047
6868,AUT,2019,Government/compulsory schemes,Current expenditure on health (all functions),Providers of health care system administration and financing,2.207,0.231
6869,AUT,2019,Government/compulsory schemes,Current expenditure on health (all functions),Retailers and other providers of medical goods,8.791,0.921
6870,AUT,2019,Government/compulsory schemes,Current expenditure on health (all functions),Providers of ancillary services,1.953,0.205
6871,AUT,2019,Government/compulsory schemes,Current expenditure on health (all functions),All providers,75.083,7.865
6872,AUT,2019,Government/compulsory schemes,Current expenditure on health (all functions),Rest of the economy,5.265,0.552
6873,AUT,2019,Government/compulsory schemes,Ancillary services (non-specified by function),All providers,1.987,0.208
6874,AUT,2019,Government/compulsory schemes,Preventive care,All providers,1.544,0.162
6875,AUT,2019,Government/compulsory schemes,Long-term care (health),All providers,10.863,1.138
6876,AUT,2019,Government/compulsory schemes,Inpatient curative and rehabilitative care,All providers,28.255,2.96
6877,AUT,2019,Government/compulsory schemes,Medical goods (non-specified by function),All providers,9.912,1.038
6878,AUT,2019,Government/compulsory schemes,Outpatient curative and rehabilitative care,All providers,19.755,2.069
6879,AUT,2019,Government/compulsory schemes,Governance and health system and financing administration,All providers,2.207,0.231
6880,AUT,2019,Voluntary schemes/household out-of-pocket payments,Current expenditure on health (all functions),Residential long-term care facilities,3.415,0.358
6881,AUT,2019,Voluntary schemes/household out-of-pocket payments,Current expenditure on health (all functions),Providers of ambulatory health care,7.868,0.824
6882,AUT,2019,Voluntary schemes/household out-of-pocket payments,Current expenditure on health (all functions),Providers of preventive care,0.049,0.005
6883,AUT,2019,Voluntary schemes/household out-of-pocket payments,Current expenditure on health (all functions),Hospitals,3.39,0.355
6884,AUT,2019,Voluntary schemes/household out-of-pocket payments,Current expenditure on health (all functions),Rest of the world,0.471,0.049
6885,AUT,2019,Voluntary schemes/household out-of-pocket payments,Current expenditure on health (all functions),Providers of health care system administration and financing,1.837,0.192
6886,AUT,2019,Voluntary schemes/household out-of-pocket payments,Current expenditure on health (all functions),Retailers and other providers of medical goods,6.637,0.695
6887,AUT,2019,Voluntary schemes/household out-of-pocket payments,Current expenditure on health (all functions),Providers of ancillary services,1.031,0.108
6888,AUT,2019,Voluntary schemes/household out-of-pocket payments,Current expenditure on health (all functions),All providers,24.917,2.61
6889,AUT,2019,Voluntary schemes/household out-of-pocket payments,Current expenditure on health (all functions),Rest of the economy,0.218,0.023
6890,AUT,2019,Voluntary schemes/household out-of-pocket payments,Ancillary services (non-specified by function),All providers,1.031,0.108
6891,AUT,2019,Voluntary schemes/household out-of-pocket payments,Preventive care,All providers,0.564,0.059
6892,AUT,2019,Voluntary schemes/household out-of-pocket payments,Long-term care (health),All providers,3.667,0.384
6893,AUT,2019,Voluntary schemes/household out-of-pocket payments,Inpatient curative and rehabilitative care,All providers,3.895,0.408
6894,AUT,2019,Voluntary schemes/household out-of-pocket payments,Medical goods (non-specified by function),All providers,6.76,0.708
6895,AUT,2019,Voluntary schemes/household out-of-pocket payments,Outpatient curative and rehabilitative care,All providers,7.161,0.75
6896,AUT,2019,Voluntary schemes/household out-of-pocket payments,Governance and health system and financing administration,All providers,1.837,0.192
6897,AUT,2019,Voluntary health care payment schemes,Current expenditure on health (all functions),Residential long-term care facilities,0.445,0.047
6898,AUT,2019,Voluntary health care payment schemes,Current expenditure on health (all functions),Providers of ambulatory health care,0.887,0.093
6899,AUT,2019,Voluntary health care payment schemes,Current expenditure on health (all functions),Providers of preventive care,0.049,0.005
6900,AUT,2019,Voluntary health care payment schemes,Current expenditure on health (all functions),Hospitals,2.315,0.243
6901,AUT,2019,Voluntary health care payment schemes,Current expenditure on health (all functions),Rest of the world,0.027,0.003
